NomeMun;SiglaUF;DIVUR_N3;Latitude;Longitude
Piripá;BA;Vitória da Conquista;-14,94;-41,72
Piritiba;BA;Jacobina;-11,73;-40,55
Planaltino;BA;Jequié;-13,25;-40,36
Planalto;BA;Vitória da Conquista;-14,67;-40,47
Poções;BA;Vitória da Conquista;-14,53;-40,36
Pojuca;BA;Salvador;-12,43;-38,32
Ponto Novo;BA;Senhor do Bonfim;-10,86;-40,13
Porto Seguro;BA;Porto Seguro;-16,45;-39,06
Potiraguá;BA;Itapetinga;-15,59;-39,87
Prado;BA;Itamaraju;-17,34;-39,22
Presidente Dutra;BA;Irecê;-11,29;-41,98
Presidente Jânio Quadros;BA;Vitória da Conquista;-14,68;-41,67
Presidente Tancredo Neves;BA;Santo Antônio de Jesus;-13,44;-39,42
Queimadas;BA;Conceição do Coité;-10,97;-39,62
Quijingue;BA;Ribeira do Pombal;-10,75;-39,21
Quixabeira;BA;Jacobina;-11,41;-40,12
Rafael Jambeiro;BA;Feira de Santana;-12,4;-39,5
Remanso;BA;Petrolina - Juazeiro;-9,62;-42,08
Retirolândia;BA;Conceição do Coité;-11,49;-39,42
Riachão das Neves;BA;Barreiras;-11,74;-44,91
Riachão do Jacuípe;BA;Feira de Santana;-11,81;-39,38
Riacho de Santana;BA;Guanambi;-13,6;-42,93
Ribeira do Amparo;BA;Ribeira do Pombal;-11,04;-38,43
Ribeira do Pombal;BA;Ribeira do Pombal;-10,83;-38,53
Ribeirão do Largo;BA;Vitória da Conquista;-15,45;-40,73
Rio de Contas;BA;Brumado;-13,57;-41,81
Rio do Antônio;BA;Guanambi;-14,41;-42,07
Rio do Pires;BA;Macaúbas;-13,12;-42,29
Rio Real;BA;Alagoinhas;-11,48;-37,93
Rodelas;BA;Paulo Afonso;-8,85;-38,75
Ruy Barbosa;BA;Itaberaba;-12,28;-40,49
Salinas da Margarida;BA;Salvador;-12,87;-38,76
Salvador;BA;Salvador;-12,97;-38,51
Santa Bárbara;BA;Feira de Santana;-11,95;-38,97
Santa Brígida;BA;Paulo Afonso;-9,73;-38,12
Santa Cruz Cabrália;BA;Porto Seguro;-16,27;-39,02
Santa Cruz da Vitória;BA;Ilhéus - Itabuna;-14,96;-39,81
Santa Inês;BA;Jequié;-13,29;-39,81
Santaluz;BA;Conceição do Coité;-11,25;-39,37
Santa Luzia;BA;Camacan;-15,42;-39,33
Santa Maria da Vitória;BA;Santa Maria da Vitória;-13,39;-44,19
Santana;BA;Santa Maria da Vitória;-12,98;-44,05
Santanópolis;BA;Feira de Santana;-12,01;-38,86
Santa Rita de Cássia;BA;Barreiras;-11;-44,51
Santa Teresinha;BA;Feira de Santana;-12,77;-39,52
Santo Amaro;BA;Salvador;-12,54;-38,71
Santo Antônio de Jesus;BA;Santo Antônio de Jesus;-12,96;-39,26
Santo Estêvão;BA;Feira de Santana;-12,43;-39,25
São Desidério;BA;Barreiras;-12,36;-44,97
São Domingos;BA;Conceição do Coité;-11,5;-39,54
São Félix;BA;Salvador;-12,6;-38,97
São Félix do Coribe;BA;Bom Jesus da Lapa;-13,4;-44,19
São Felipe;BA;Cruz das Almas;-12,84;-39,08
São Francisco do Conde;BA;Salvador;-12,62;-38,68
São Gabriel;BA;Irecê;-11,22;-41,91
São Gonçalo dos Campos;BA;Feira de Santana;-12,43;-38,96
São José da Vitória;BA;Ilhéus - Itabuna;-15,08;-39,33
São José do Jacuípe;BA;Jacobina;-11,41;-39,86
São Miguel das Matas;BA;Santo Antônio de Jesus;-13,04;-39,45
São Sebastião do Passé;BA;Salvador;-12,51;-38,49
Sapeaçu;BA;Cruz das Almas;-12,72;-39,18
Sátiro Dias;BA;Alagoinhas;-11,6;-38,6
Saubara;BA;Salvador;-12,73;-38,76
Saúde;BA;Jacobina;-10,94;-40,41
Seabra;BA;Seabra;-12,41;-41,77
Sebastião Laranjeiras;BA;Guanambi;-14,57;-42,94
Senhor do Bonfim;BA;Senhor do Bonfim;-10,46;-40,19
Serra do Ramalho;BA;Bom Jesus da Lapa;-13,57;-43,59
Sento Sé;BA;Petrolina - Juazeiro;-9,74;-41,88
Serra Dourada;BA;Barreiras;-12,76;-43,95
Serra Preta;BA;Feira de Santana;-12,16;-39,33
Serrinha;BA;Serrinha;-11,66;-39
Serrolândia;BA;Jacobina;-11,41;-40,3
Simões Filho;BA;Salvador;-12,78;-38,4
Sítio do Mato;BA;Bom Jesus da Lapa;-13,08;-43,46
Sítio do Quinto;BA;Paulo Afonso;-10,35;-38,21
Sobradinho;BA;Petrolina - Juazeiro;-9,45;-40,82
Souto Soares;BA;Seabra;-12,08;-41,63
Tabocas do Brejo Velho;BA;Barreiras;-12,7;-44
Tanhaçu;BA;Vitória da Conquista;-14,02;-41,24
Tanque Novo;BA;Guanambi;-13,54;-42,49
Tanquinho;BA;Feira de Santana;-11,97;-39,1
Taperoá;BA;Valença;-13,53;-39,09
Tapiramutá;BA;Jacobina;-11,84;-40,79
Teixeira de Freitas;BA;Teixeira de Freitas;-17,53;-39,74
Teodoro Sampaio;BA;Salvador;-12,29;-38,62
Teofilândia;BA;Serrinha;-11,48;-38,99
Teolândia;BA;Gandu;-13,6;-39,49
Terra Nova;BA;Salvador;-12,39;-38,62
Tremedal;BA;Vitória da Conquista;-14,97;-41,41
Tucano;BA;Ribeira do Pombal;-10,96;-38,78
Uauá;BA;Petrolina - Juazeiro;-9,84;-39,48
Ubaíra;BA;Jequié;-13,26;-39,66
Ubaitaba;BA;Ilhéus - Itabuna;-14,31;-39,32
Ubatã;BA;Ipiaú;-14,21;-39,52
Uibaí;BA;Irecê;-11,33;-42,13
Umburanas;BA;Jacobina;-10,73;-41,32
Una;BA;Ilhéus - Itabuna;-15,29;-39,07
Urandi;BA;Guanambi;-14,77;-42,65
Uruçuca;BA;Ilhéus - Itabuna;-14,59;-39,28
Utinga;BA;Itaberaba;-12,08;-41,09
Valença;BA;Valença;-13,37;-39,07
Valente;BA;Conceição do Coité;-11,41;-39,46
Várzea da Roça;BA;Feira de Santana;-11,6;-40,13
Várzea do Poço;BA;Jacobina;-11,52;-40,32
Várzea Nova;BA;Jacobina;-11,25;-40,94
Varzedo;BA;Santo Antônio de Jesus;-12,97;-39,39
Vera Cruz;BA;Salvador;-12,96;-38,6
Vereda;BA;Teixeira de Freitas;-17,22;-40,09
Vitória da Conquista;BA;Vitória da Conquista;-14,86;-40,83
Wagner;BA;Itaberaba;-12,28;-41,16
Wanderley;BA;Barreiras;-12,12;-43,88
Wenceslau Guimarães;BA;Gandu;-13,68;-39,47
Xique-Xique;BA;Xique-Xique;-10,82;-42,73
Abaiara;CE;Juazeiro do Norte - Crato - Barbalha;-7,35;-39,04
Acarape;CE;Fortaleza;-4,22;-38,7
Acaraú;CE;Acaraú;-2,88;-40,12
Acopiara;CE;Iguatu;-6,09;-39,45
Aiuaba;CE;Juazeiro do Norte - Crato - Barbalha;-6,57;-40,12
Alcântaras;CE;Sobral;-3,58;-40,54
Altaneira;CE;Juazeiro do Norte - Crato - Barbalha;-7;-39,74
Alto Santo;CE;Limoeiro do Norte;-5,52;-38,27
Amontada;CE;Itapipoca;-3,49;-39,57
Antonina do Norte;CE;Juazeiro do Norte - Crato - Barbalha;-6,77;-39,98
Apuiarés;CE;Fortaleza;-3,94;-39,43
Aquiraz;CE;Fortaleza;-3,9;-38,39
Aracati;CE;Aracati;-4,56;-37,77
Aracoiaba;CE;Fortaleza;-4,37;-38,81
Ararendá;CE;Crateús;-4,75;-40,83
Araripe;CE;Juazeiro do Norte - Crato - Barbalha;-7,21;-40,04
Aratuba;CE;Fortaleza;-4,41;-39,04
Arneiroz;CE;Fortaleza;-6,32;-40,16
Assaré;CE;Juazeiro do Norte - Crato - Barbalha;-6,87;-39,87
Aurora;CE;Juazeiro do Norte - Crato - Barbalha;-6,94;-38,96
Baixio;CE;Icó;-6,73;-38,71
Banabuiú;CE;Quixadá;-5,31;-38,92
Barbalha;CE;Juazeiro do Norte - Crato - Barbalha;-7,3;-39,3
Barreira;CE;Fortaleza;-4,28;-38,64
Barro;CE;Juazeiro do Norte - Crato - Barbalha;-7,17;-38,78
Barroquinha;CE;Sobral;-3,01;-41,13
Baturité;CE;Fortaleza;-4,32;-38,88
Beberibe;CE;Fortaleza;-4,18;-38,13
Bela Cruz;CE;Sobral;-3,05;-40,16
Boa Viagem;CE;Canindé;-5,12;-39,73
Brejo Santo;CE;Juazeiro do Norte - Crato - Barbalha;-7,49;-38,98
Camocim;CE;Sobral;-2,9;-40,84
Campos Sales;CE;Juazeiro do Norte - Crato - Barbalha;-7,07;-40,37
Canindé;CE;Canindé;-4,35;-39,31
Capistrano;CE;Fortaleza;-4,47;-38,9
Caridade;CE;Canindé;-4,23;-39,19
Cariré;CE;Sobral;-3,95;-40,47
Caririaçu;CE;Juazeiro do Norte - Crato - Barbalha;-7,04;-39,28
Cariús;CE;Iguatu;-6,53;-39,49
Carnaubal;CE;Sobral;-4,16;-40,94
Cascavel;CE;Fortaleza;-4,13;-38,23
Catarina;CE;Iguatu;-6,13;-39,87
Catunda;CE;Sobral;-4,64;-40,2
Caucaia;CE;Fortaleza;-3,73;-38,65
Cedro;CE;Iguatu;-6,6;-39,06
Chaval;CE;Sobral;-3,03;-41,24
Choró;CE;Quixadá;-4,84;-39,14
Chorozinho;CE;Fortaleza;-4,3;-38,49
Coreaú;CE;Sobral;-3,53;-40,65
Crateús;CE;Crateús;-5,17;-40,67
Crato;CE;Juazeiro do Norte - Crato - Barbalha;-7,23;-39,4
Croatá;CE;Sobral;-4,4;-40,91
Cruz;CE;Acaraú;-2,91;-40,17
Deputado Irapuan Pinheiro;CE;Quixadá;-5,91;-39,26
Ererê;CE;Limoeiro do Norte;-6,03;-38,34
Eusébio;CE;Fortaleza;-3,89;-38,45
Farias Brito;CE;Juazeiro do Norte - Crato - Barbalha;-6,93;-39,56
Forquilha;CE;Sobral;-3,79;-40,26
Fortaleza;CE;Fortaleza;-3,71;-38,54
Fortim;CE;Aracati;-4,45;-37,79
Frecheirinha;CE;Sobral;-3,76;-40,81
General Sampaio;CE;Fortaleza;-4,05;-39,45
Graça;CE;Sobral;-4,04;-40,75
Granja;CE;Sobral;-3,12;-40,82
Granjeiro;CE;Juazeiro do Norte - Crato - Barbalha;-6,88;-39,21
Groaíras;CE;Sobral;-3,91;-40,38
Guaiúba;CE;Fortaleza;-4,04;-38,63
Guaraciaba do Norte;CE;Sobral;-4,16;-40,74
Guaramiranga;CE;Fortaleza;-4,26;-38,93
Hidrolândia;CE;Sobral;-4,4;-40,43
Horizonte;CE;Fortaleza;-4,09;-38,49
Ibaretama;CE;Quixadá;-4,8;-38,75
Ibiapina;CE;Sobral;-3,92;-40,88
Ibicuitinga;CE;Quixadá;-4,97;-38,63
Icapuí;CE;Aracati;-4,71;-37,35
Icó;CE;Icó;-6,4;-38,86
Iguatu;CE;Iguatu;-6,35;-39,29
Independência;CE;Crateús;-5,39;-40,3
Ipaporanga;CE;Crateús;-4,9;-40,75
Ipaumirim;CE;Cajazeiras;-6,79;-38,71
Ipu;CE;Sobral;-4,32;-40,71
Ipueiras;CE;Sobral;-4,54;-40,71
Iracema;CE;Limoeiro do Norte;-5,81;-38,3
Irauçuba;CE;Fortaleza;-3,74;-39,78
Itaiçaba;CE;Aracati;-4,67;-37,82
Itaitinga;CE;Fortaleza;-3,96;-38,52
Itapagé;CE;Fortaleza;-3,68;-39,58
Itapipoca;CE;Itapipoca;-3,36;-39,83
Itapiúna;CE;Fortaleza;-4,56;-38,92
Itarema;CE;Acaraú;-2,92;-39,91
Itatira;CE;Canindé;-4,52;-39,62
Jaguaretama;CE;Limoeiro do Norte;-5,61;-38,76
Jaguaribara;CE;Limoeiro do Norte;-5,65;-38,62
Jaguaribe;CE;Limoeiro do Norte;-5,89;-38,62
Jaguaruana;CE;Aracati;-4,83;-37,78
Jardim;CE;Juazeiro do Norte - Crato - Barbalha;-7,58;-39,29
Jati;CE;Juazeiro do Norte - Crato - Barbalha;-7,68;-39,01
Jijoca de Jericoacoara;CE;Acaraú;-2,79;-40,51
Juazeiro do Norte;CE;Juazeiro do Norte - Crato - Barbalha;-7,21;-39,31
Jucás;CE;Iguatu;-6,52;-39,52
Lavras da Mangabeira;CE;Juazeiro do Norte - Crato - Barbalha;-6,75;-38,97
Limoeiro do Norte;CE;Limoeiro do Norte;-5,14;-38,09
Madalena;CE;Canindé;-4,85;-39,57
Maracanaú;CE;Fortaleza;-3,87;-38,62
Maranguape;CE;Fortaleza;-3,89;-38,68
Marco;CE;Sobral;-3,12;-40,14
Martinópole;CE;Sobral;-3,22;-40,69
Massapê;CE;Sobral;-3,52;-40,34
Mauriti;CE;Juazeiro do Norte - Crato - Barbalha;-7,38;-38,77
Meruoca;CE;Sobral;-3,54;-40,45
Milagres;CE;Juazeiro do Norte - Crato - Barbalha;-7,31;-38,94
Milhã;CE;Quixadá;-5,67;-39,19
Miraíma;CE;Itapipoca;-3,56;-39,97
Missão Velha;CE;Juazeiro do Norte - Crato - Barbalha;-7,25;-39,14
Mombaça;CE;Iguatu;-5,74;-39,62
Monsenhor Tabosa;CE;Crateús;-4,78;-40,06
Morada Nova;CE;Limoeiro do Norte;-5,1;-38,37
Moraújo;CE;Sobral;-3,46;-40,68
Morrinhos;CE;Sobral;-3,22;-40,12
Mucambo;CE;Sobral;-3,9;-40,74
Mulungu;CE;Fortaleza;-4,3;-38,99
Nova Olinda;CE;Juazeiro do Norte - Crato - Barbalha;-7,09;-39,68
Nova Russas;CE;Crateús;-4,7;-40,56
Novo Oriente;CE;Crateús;-5,53;-40,77
Ocara;CE;Fortaleza;-4,49;-38,59
Orós;CE;Icó;-6,24;-38,91
Pacajus;CE;Fortaleza;-4,17;-38,46
Pacatuba;CE;Fortaleza;-3,98;-38,62
Pacoti;CE;Fortaleza;-4,22;-38,92
Pacujá;CE;Sobral;-3,98;-40,69
Palhano;CE;Russas;-4,74;-37,95
Palmácia;CE;Fortaleza;-4,15;-38,84
Paracuru;CE;Fortaleza;-3,41;-39,03
Paraipaba;CE;Fortaleza;-3,43;-39,14
Parambu;CE;Fortaleza;-6,21;-40,69
Paramoti;CE;Canindé;-4,09;-39,23
Pedra Branca;CE;Quixadá;-5,45;-39,71
Penaforte;CE;Juazeiro do Norte - Crato - Barbalha;-7,82;-39,07
Pentecoste;CE;Fortaleza;-3,79;-39,27
Pereiro;CE;Limoeiro do Norte;-6,04;-38,46
Pindoretama;CE;Fortaleza;-4,02;-38,3
Piquet Carneiro;CE;Iguatu;-5,8;-39,41
Pires Ferreira;CE;Sobral;-4,24;-40,64
Poranga;CE;Crateús;-4,74;-40,92
Porteiras;CE;Juazeiro do Norte - Crato - Barbalha;-7,53;-39,11
Potengi;CE;Juazeiro do Norte - Crato - Barbalha;-7,09;-40,02
Potiretama;CE;Limoeiro do Norte;-5,66;-38,25
Quiterianópolis;CE;Crateús;-5,84;-40,7
Quixadá;CE;Quixadá;-4,97;-39,01
Quixelô;CE;Iguatu;-6,25;-39,2
Quixeramobim;CE;Quixadá;-5,19;-39,29
Quixeré;CE;Limoeiro do Norte;-5,07;-37,98
Redenção;CE;Fortaleza;-4,22;-38,73
Reriutaba;CE;Sobral;-4,14;-40,58
Russas;CE;Russas;-4,94;-37,97
Saboeiro;CE;Iguatu;-6,54;-39,9
Salitre;CE;Juazeiro do Norte - Crato - Barbalha;-7,28;-40,45
Santana do Acaraú;CE;Sobral;-3,46;-40,21
Santana do Cariri;CE;Juazeiro do Norte - Crato - Barbalha;-7,18;-39,73
Santa Quitéria;CE;Sobral;-4,33;-40,15
São Benedito;CE;Sobral;-4,04;-40,86
São Gonçalo do Amarante;CE;Fortaleza;-3,6;-38,96
São João do Jaguaribe;CE;Limoeiro do Norte;-5,27;-38,27
São Luís do Curu;CE;Fortaleza;-3,67;-39,24
Senador Pompeu;CE;Quixadá;-5,58;-39,37
Senador Sá;CE;Sobral;-3,35;-40,46
Sobral;CE;Sobral;-3,68;-40,35
Solonópole;CE;Quixadá;-5,73;-39
Tabuleiro do Norte;CE;Limoeiro do Norte;-5,24;-38,13
Tamboril;CE;Crateús;-4,83;-40,32
Tarrafas;CE;Juazeiro do Norte - Crato - Barbalha;-6,68;-39,76
Tauá;CE;Fortaleza;-6;-40,29
Tejuçuoca;CE;Fortaleza;-3,98;-39,58
Tianguá;CE;Sobral;-3,73;-40,99
Trairi;CE;Fortaleza;-3,27;-39,26
Tururu;CE;Itapipoca;-3,58;-39,43
Ubajara;CE;Sobral;-3,85;-40,92
Umari;CE;Icó;-6,64;-38,7
Umirim;CE;Itapipoca;-3,67;-39,35
Uruburetama;CE;Itapipoca;-3,62;-39,5
Uruoca;CE;Sobral;-3,31;-40,55
Varjota;CE;Sobral;-4,19;-40,47
Várzea Alegre;CE;Iguatu;-6,78;-39,29
Viçosa do Ceará;CE;Sobral;-3,56;-41,09
Brasília;DF;Brasília;-15,78;-47,93
Afonso Cláudio;ES;Vitória;-20,07;-41,12
Águia Branca;ES;Barra de São Francisco;-18,98;-40,74
Água Doce do Norte;ES;Barra de São Francisco;-18,54;-40,97
Alegre;ES;Cachoeiro de Itapemirim;-20,76;-41,53
Alfredo Chaves;ES;Vitória;-20,63;-40,75
Alto Rio Novo;ES;Colatina;-19,05;-41,01
Anchieta;ES;Vitória;-20,79;-40,65
Apiacá;ES;Itaperuna;-21,15;-41,56
Aracruz;ES;Aracruz;-19,82;-40,27
Atilio Vivacqua;ES;Cachoeiro de Itapemirim;-20,91;-41,19
Baixo Guandu;ES;Colatina;-19,51;-41,01
Barra de São Francisco;ES;Barra de São Francisco;-18,75;-40,89
Boa Esperança;ES;Nova Venécia;-18,54;-40,29
Bom Jesus do Norte;ES;Itaperuna;-21,11;-41,67
Brejetuba;ES;Vitória;-20,14;-41,29
Cachoeiro de Itapemirim;ES;Cachoeiro de Itapemirim;-20,84;-41,11
Cariacica;ES;Vitória;-20,26;-40,42
Castelo;ES;Cachoeiro de Itapemirim;-20,6;-41,18
Colatina;ES;Colatina;-19,53;-40,63
Conceição da Barra;ES;São Mateus;-18,59;-39,73
Conceição do Castelo;ES;Cachoeiro de Itapemirim;-20,36;-41,24
Divino de São Lourenço;ES;Cachoeiro de Itapemirim;-20,62;-41,68
Domingos Martins;ES;Vitória;-20,36;-40,65
Dores do Rio Preto;ES;Muriaé;-20,68;-41,84
Ecoporanga;ES;Barra de São Francisco;-18,37;-40,83
Fundão;ES;Vitória;-19,93;-40,4
Governador Lindenberg;ES;Colatina;;
Guaçuí;ES;Cachoeiro de Itapemirim;-20,77;-41,67
Guarapari;ES;Vitória;-20,65;-40,51
Ibatiba;ES;Cachoeiro de Itapemirim;-20,23;-41,51
Ibiraçu;ES;Aracruz;-19,83;-40,37
Ibitirama;ES;Cachoeiro de Itapemirim;-20,54;-41,66
Iconha;ES;Cachoeiro de Itapemirim;-20,79;-40,81
Irupi;ES;Cachoeiro de Itapemirim;-20,34;-41,64
Itaguaçu;ES;Vitória;-19,8;-40,85
Itapemirim;ES;Cachoeiro de Itapemirim;-21,01;-40,83
Itarana;ES;Vitória;-19,87;-40,87
Iúna;ES;Cachoeiro de Itapemirim;-20,34;-41,53
Jaguaré;ES;São Mateus;-18,9;-40,07
Jerônimo Monteiro;ES;Cachoeiro de Itapemirim;-20,78;-41,39
João Neiva;ES;Aracruz;-19,75;-40,38
Laranja da Terra;ES;Vitória;-19,89;-41,05
Linhares;ES;Linhares;-19,39;-40,07
Mantenópolis;ES;Mantena;-18,86;-41,12
Marataízes;ES;Cachoeiro de Itapemirim;-21,04;-40,82
Marechal Floriano;ES;Vitória;-20,41;-40,68
Marilândia;ES;Colatina;-19,41;-40,54
Mimoso do Sul;ES;Cachoeiro de Itapemirim;-21,06;-41,36
Montanha;ES;São Mateus;-18,12;-40,36
Mucurici;ES;São Mateus;-18,09;-40,51
Muniz Freire;ES;Cachoeiro de Itapemirim;-20,46;-41,41
Muqui;ES;Cachoeiro de Itapemirim;-20,95;-41,34
Nova Venécia;ES;Nova Venécia;-18,71;-40,4
Pancas;ES;Colatina;-19,22;-40,85
Pedro Canário;ES;São Mateus;-18,03;-40,15
Pinheiros;ES;São Mateus;-18,38;-40,12
Piúma;ES;Vitória;-20,83;-40,72
Ponto Belo;ES;São Mateus;-18,12;-40,54
Presidente Kennedy;ES;Cachoeiro de Itapemirim;-21,09;-41,04
Rio Bananal;ES;Linhares;-19,26;-40,33
Rio Novo do Sul;ES;Cachoeiro de Itapemirim;-20,86;-40,93
Santa Leopoldina;ES;Vitória;-20,1;-40,53
Santa Maria de Jetibá;ES;Vitória;-20,04;-40,74
Santa Teresa;ES;Vitória;-19,93;-40,6
São Domingos do Norte;ES;Colatina;-19,14;-40,62
São Gabriel da Palha;ES;Colatina;-19,01;-40,53
São José do Calçado;ES;Itaperuna;-21,02;-41,65
São Mateus;ES;São Mateus;-18,71;-39,85
São Roque do Canaã;ES;Colatina;-19,73;-40,65
Serra;ES;Vitória;-20,12;-40,3
Sooretama;ES;Linhares;-19,19;-40,09
Vargem Alta;ES;Cachoeiro de Itapemirim;-20,67;-41
Venda Nova do Imigrante;ES;Vitória;-20,34;-41,13
Viana;ES;Vitória;-20,39;-40,49
Vila Pavão;ES;Nova Venécia;-18,61;-40,61
Vila Valério;ES;Colatina;-18,99;-40,38
Vila Velha;ES;Vitória;-20,33;-40,29
Vitória;ES;Vitória;-20,31;-40,33
Abadia de Goiás;GO;Goiânia;-16,75;-49,43
Abadiânia;GO;Anápolis;-16,2;-48,7
Acreúna;GO;Goiânia;-17,39;-50,37
Adelândia;GO;Goiânia;-16,41;-50,16
Água Fria de Goiás;GO;Brasília;-14,98;-47,78
Água Limpa;GO;Morrinhos;-18,07;-48,76
Águas Lindas de Goiás;GO;Brasília;-15,76;-48,28
Alexânia;GO;Anápolis;-16,08;-48,5
Aloândia;GO;Morrinhos;-17,72;-49,48
Alto Horizonte;GO;Uruaçu;-14,19;-49,33
Alto Paraíso de Goiás;GO;Brasília;-14,13;-47,51
Alvorada do Norte;GO;Posse;-14,48;-46,49
Amaralina;GO;Uruaçu;-13,92;-49,29
Americano do Brasil;GO;Goiânia;-16,25;-49,98
Amorinópolis;GO;Iporá;-16,61;-51,09
Anápolis;GO;Anápolis;-16,32;-48,95
Anhanguera;GO;Catalão;-18,33;-48,21
Anicuns;GO;Goiânia;-16,46;-49,96
Aparecida de Goiânia;GO;Goiânia;-16,82;-49,24
Aparecida do Rio Doce;GO;Rio Verde;-18,29;-51,14
Aporé;GO;Campo Grande;-18,96;-51,92
Araçu;GO;Goiânia;-16,35;-49,68
Aragarças;GO;Barra do Garças;-15,89;-52,25
Aragoiânia;GO;Goiânia;-16,91;-49,45
Araguapaz;GO;Goiás;-15,09;-50,63
Arenópolis;GO;Iporá;-16,38;-51,56
Aruanã;GO;Goiás;-14,92;-51,08
Aurilândia;GO;São Luís de Montes Belos;-16,68;-50,46
Avelinópolis;GO;Goiânia;-16,46;-49,75
Baliza;GO;Barra do Garças;-16,19;-52,54
Barro Alto;GO;Goianésia;-14,97;-48,91
Bela Vista de Goiás;GO;Goiânia;-16,97;-48,95
Bom Jardim de Goiás;GO;Barra do Garças;-16,21;-52,17
Bom Jesus de Goiás;GO;Itumbiara;-18,21;-49,74
Bonfinópolis;GO;Goiânia;-16,61;-48,96
Bonópolis;GO;Porangatu;-13,63;-49,81
Brazabrantes;GO;Goiânia;-16,43;-49,38
Britânia;GO;Jussara;-15,24;-51,16
Buriti Alegre;GO;Itumbiara;-18,14;-49,04
Buriti de Goiás;GO;Goiânia;-16,18;-50,43
Buritinópolis;GO;Posse;-14,47;-46,4
Cabeceiras;GO;Brasília;-15,8;-46,92
Cachoeira Alta;GO;Rio Verde;-18,76;-50,94
Cachoeira de Goiás;GO;São Luís de Montes Belos;-16,66;-50,64
Cachoeira Dourada;GO;Itumbiara;-18,49;-49,47
Caçu;GO;Rio Verde;-18,55;-51,13
Caiapônia;GO;Jataí;-16,95;-51,81
Caldas Novas;GO;Caldas Novas;-17,74;-48,62
Caldazinha;GO;Goiânia;-16,71;-49
Campestre de Goiás;GO;Goiânia;-16,76;-49,69
Campinaçu;GO;Porangatu;-13,79;-48,57
Campinorte;GO;Uruaçu;-14,31;-49,15
Campo Alegre de Goiás;GO;Catalão;-17,63;-47,78
Campo Limpo de Goiás;GO;Anápolis;;
Campos Belos;GO;Campos Belos;-13,03;-46,77
Campos Verdes;GO;Ceres;-14,25;-49,65
Carmo do Rio Verde;GO;Ceres;-15,35;-49,7
Castelândia;GO;Rio Verde;-18,09;-50,2
Catalão;GO;Catalão;-18,17;-47,94
Caturaí;GO;Goiânia;-16,44;-49,49
Cavalcante;GO;Brasília;-13,79;-47,45
Ceres;GO;Ceres;-15,3;-49,59
Cezarina;GO;Goiânia;-16,97;-49,77
Chapadão do Céu;GO;Campo Grande;-18,4;-52,54
Cidade Ocidental;GO;Brasília;-16,07;-47,92
Cocalzinho de Goiás;GO;Anápolis;-15,79;-48,77
Colinas do Sul;GO;Uruaçu;-14,15;-48,07
Córrego do Ouro;GO;São Luís de Montes Belos;-16,29;-50,54
Corumbá de Goiás;GO;Anápolis;-15,92;-48,8
Corumbaíba;GO;Caldas Novas;-18,14;-48,56
Cristalina;GO;Brasília;-16,76;-47,61
Cristianópolis;GO;Goiânia;-17,19;-48,7
Crixás;GO;Ceres;-14,54;-49,96
Cromínia;GO;Goiânia;-17,28;-49,38
Cumari;GO;Catalão;-18,26;-48,15
Damianópolis;GO;Posse;-14,56;-46,17
Damolândia;GO;Goiânia;-16,25;-49,37
Davinópolis;GO;Catalão;-18,15;-47,56
Diorama;GO;Iporá;-16,23;-51,25
Doverlândia;GO;Jataí;-16,72;-52,31
Edealina;GO;Goiânia;-17,42;-49,66
Edéia;GO;Goiânia;-17,33;-49,93
Estrela do Norte;GO;Porangatu;-13,86;-49,07
Faina;GO;Goiás;-15,44;-50,36
Fazenda Nova;GO;São Luís de Montes Belos;-16,18;-50,78
Firminópolis;GO;Goiânia;-16,58;-50,3
Flores de Goiás;GO;Brasília;-14,44;-47,05
Formosa;GO;Brasília;-15,53;-47,33
Formoso;GO;Porangatu;-13,65;-48,88
Gameleira de Goiás;GO;Anápolis;;
Divinópolis de Goiás;GO;Posse;-13,29;-46,39
Goianápolis;GO;Goiânia;-16,51;-49,02
Goiandira;GO;Catalão;-18,13;-48,08
Goianésia;GO;Goianésia;-15,31;-49,11
Goiânia;GO;Goiânia;-16,67;-49,25
Goianira;GO;Goiânia;-16,49;-49,42
Goiás;GO;Goiás;-15,93;-50,14
Goiatuba;GO;Itumbiara;-18,01;-49,35
Gouvelândia;GO;Quirinópolis;-18,64;-50,06
Guapó;GO;Goiânia;-16,83;-49,53
Guaraíta;GO;Goiânia;-15,61;-50,02
Guarani de Goiás;GO;Posse;-13,93;-46,48
Guarinos;GO;Ceres;-14,73;-49,7
Heitoraí;GO;Goiânia;-15,71;-49,82
Hidrolândia;GO;Goiânia;-16,96;-49,22
Hidrolina;GO;Uruaçu;-14,72;-49,46
Iaciara;GO;Posse;-14,09;-46,63
Inaciolândia;GO;Itumbiara;-18,48;-49,98
Indiara;GO;Goiânia;-17,14;-49,98
Inhumas;GO;Goiânia;-16,35;-49,49
Ipameri;GO;Pires do Rio;-17,72;-48,16
Ipiranga de Goiás;GO;Ceres;;
Iporá;GO;Iporá;-16,44;-51,11
Israelândia;GO;Iporá;-16,31;-50,9
Itaberaí;GO;Goiânia;-16,02;-49,81
Itaguari;GO;Goiânia;-15,91;-49,6
Itaguaru;GO;Goiânia;-15,75;-49,63
Itajá;GO;Campo Grande;-19,06;-51,54
Itapaci;GO;Ceres;-14,95;-49,54
Itapirapuã;GO;Goiás;-15,82;-50,61
